Serial,Anio,FechaRegistro,Ciudad,Direccion,ValorTasado,MontoVenta,RatioVenta,TipoPropiedad,TipoResidencial,codigoNoUso,observaciones,observacionesOPM,ubicacion,,,,,
220900018,2022,09/29/2023,Woodbury,3 FOX RUN #130-A,90770.00,265000.00,0.3425,Residential,Condo,,,,POINT (-73.147000335 41.564984955),,,,,
220900017,2022,09/25/2023,Woodbury,239 QUASSAK RD,85620.00,175000.00,0.4892,Residential,Single Family,,,,POINT (-73.215054028 41.565520014),,,,,
220900016,2022,09/21/2023,Woodbury,269 WESTWOOD RD,169560.00,430000.00,0.3943,Residential,Single Family,,,,POINT (-73.223974972 41.56695399),,,,,
220900015,2022,09/20/2023,Woodbury,133 HOOP POLE HILL RD,343910.00,751000.00,0.4579,Residential,Single Family,,,,POINT (-73.238267961 41.568988991),,,,,
220900014,2022,09/15/2023,Woodbury,22 WHITE DEER ROCKS RD,187620.00,390000.00,0.4810,Residential,Single Family,,,,POINT (-73.195545987 41.549557015),,,,,
220900013,2022,09/15/2023,Woodbury,16 WOODBURY PLACE #16C,93900.00,242280.00,0.3876,Residential,Condo,,,,POINT (-73.205074068 41.511245376),,,,,
220900012,2022,09/13/2023,Woodbury,22 PILGRIM TRAIL #G7,38840.00,113000.00,0.3437,Residential,Condo,,,,POINT (-73.206776983 41.567018992),,,,,
220900011,2022,09/13/2023,Woodbury,74 WASHINGTON RD #19,62020.00,193000.00,0.3213,Residential,Condo,,,,POINT (-73.208269967 41.556309015),,,,,
220900010,2022,09/13/2023,Woodbury,273 WESTWOOD RD,241720.00,585000.00,0.4131,Residential,Single Family,,,,POINT (-73.224044039 41.568135001),,,,,
220900009,2022,09/11/2023,Woodbury,36 TUTTLE RD,303750.00,647000.00,0.4694,Residential,Single Family,,,,POINT (-73.184245002 41.545626992),,,,,
220900008,2022,09/08/2023,Woodbury,465 MAIN ST NORTH,129570.00,302500.00,0.4283,Residential,Single Family,,,,POINT (-73.194948022 41.56471598),,,,,
220900007,2022,09/08/2023,Woodbury,505 WASHINGTON RD,239220.00,790000.00,0.3028,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-73.23683499 41.573766005),,,,,
220900006,2022,09/08/2023,Woodbury,203 UPPER GRASSY HILL RD,289560.00,625000.00,0.4632,Residential,Single Family,,,,POINT (-73.257573998 41.545716008),,,,,
220900005,2022,09/07/2023,Woodbury,6 MEADOWBROOK LANE,274450.00,660000.00,0.4158,Residential,Single Family,,,,POINT (-73.231379964 41.539160019),,,,,
220900004,2022,09/06/2023,Woodbury,TUTTLE RD,56560.00,80000.00,0.7070,Vacant Land,,,,,POINT (-73.180912662 41.535985345),,,,,
220900003,2022,09/05/2023,Woodbury,10 EDGEHILL CT #114D,101400.00,250000.00,0.4056,Residential,Condo,,,,POINT (-73.228069415 41.514293071),,,,,
220900002,2022,09/05/2023,Woodbury,126 SHERMAN HILL RD #B-6,77710.00,169000.00,0.4598,Residential,Condo,,,,POINT (-73.193618987 41.530996003),,,,,
220900001,2022,09/01/2023,Woodbury,7 WOODBURY HILL,208880.00,500000.00,0.4177,Residential,Condo,,,,POINT (-73.201135899 41.558879369),,,,,
220900,2022,09/29/2023,Stratford,274 SECOND AVENUE,272020.00,685000.00,0.3971,Residential,Single Family,,,,POINT (-73.129482005 41.152127986),,,,,
220900,2022,09/19/2023,Norwich,31 CANTERBURY TPKE,161500.00,400000.00,0.4038,Residential,Single Family,,,,POINT (-72.08477601 41.552525005),,,,,
220900,2022,09/14/2023,West Hartford,43 ARNOLD WAY,119490.00,190000.00,0.6288,Residential,Condo,,,,POINT (-72.737184129 41.764516963),,,,,
220900,2022,09/01/2023,Hartford,336 CAMPFIELD AVE,57367.00,167000.00,0.3435,Residential,Single Family,,,,POINT (-72.68112403 41.732021995),,,,,
220900,2022,08/31/2023,New Haven,5 HAZEL ST,127960.00,150000.00,0.8530,Commercial,,16 - Charitable Group,,,POINT (-72.927259036 41.328078006),,,,,
220900,2022,08/31/2023,Greenwich,EAST PUTNAM AVENUE 1535 UN207,191310.00,345000.00,0.5545,Residential,Condo,,,,POINT (-73.626408354 41.031677039),,,,,
220900,2022,08/16/2023,Meriden,65 STERLING VLG,61530.00,170000.00,0.3619,Residential,Condo,,,,POINT (-72.792687667 41.491854673),,,,,
220900,2022,08/16/2023,Hamden,34 SQUIRE LA,207130.00,490000.00,0.4227,Residential,Single Family,,,,POINT (-72.882042021 41.445087991),,,,,
220900,2022,07/26/2023,Milford,11 ELLIS ST,129010.00,228000.00,0.5658,Residential,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-73.104703004 41.200538003),,,,,
220900,2022,06/30/2023,Norwalk,53 FULLIN ROAD,238530.00,497000.00,0.4799,Residential,Single Family,,,,POINT (-73.385381006 41.130434992),,,,,
220900,2022,05/23/2023,Southington,712 BERRY PATCH WAY,142040.00,288000.00,0.4931,Residential,Condo,,,,POINT (-72.863391029 41.599233999),,,,,
220900,2022,04/03/2023,Bridgeport,1773 1843 & 1849 MADISON AVE,1863431.00,3550642.00,0.5248,Commercial,,24 - Plottage,,,POINT (-73.216874997 41.202683016),,,,,
220900,2022,03/29/2023,Waterbury,97 WALNUT ST,29738.00,155000.00,0.1918,Residential,Single Family,,,,POINT (-73.030686021 41.556207008),,,,,
"22090,2022,12/16/2022,Montville,375 MAPLE AVE,87500.00,330000.00,0.2652,Residential,Single Family,25 - Other,""PRIVATE SALE, DEVELOPER ACQUIRED FOR INDUSTRIAL ZONE"",,POINT (-72.139924994 41.452988983)",,,,,
22090,2022,09/14/2023,Columbia,54 DOUBLEDAY ROAD,49280.00,58000.00,0.8496,Vacant Land,,,VACANT LAND,,POINT (-72.286237176 41.678019038),,,,,
22090,2022,09/11/2023,Salisbury,15 HARRISON STREET,1098800.00,2510000.00,0.4377,Residential,Single Family,,,,POINT (-73.448645148 41.963982039),,,,,
22090,2022,07/31/2023,Lebanon,33 SUNSET DR,200680.00,625000.00,0.3211,Residential,Single Family,22 - Money and Personal Property,F0056350 PERSONAL PROPERTY INCLUDED,,POINT (-72.322861036 41.618953013),,,,,
22090,2022,07/29/2023,North Stonington,155 NRWH WSTLY RD,77070.00,260000.00,0.2964,Residential,Single Family,,,,POINT (-71.879919 41.43775),,,,,
22090,2022,06/12/2023,Beacon Falls,1 AVON COURT,106340.00,210000.00,0.5063,Residential,Condo,,,,POINT (-73.035916999 41.465648004),,,,,
22090,2022,06/05/2023,Haddam,23 OAK RIDGE PLACE,247720.00,535000.00,0.4630,Residential,Single Family,,,,POINT (-72.523189025 41.476655999),,,,,
22090,2022,05/19/2023,Burlington,80 SAVARESE LN,166680.00,330000.00,0.5050,Residential,Single Family,,,,POINT (-72.967846977 41.763778008),,,,,
22090,2022,04/27/2023,Orange,10 MORNING GLORY DR,616200.00,1495000.00,0.4121,Residential,Single Family,,,,POINT (-73.025612958 41.309514018),,,,,
22090,2022,04/04/2023,Old Saybrook,120 SPENCER PLAIN RD UNIT 13,175500.00,372500.00,0.4711,Residential,Condo,,,,POINT (-72.424756983 41.293517994),,,,,
22090,2022,04/03/2023,Middlebury,463 WATERTOWN RD,231700.00,425000.00,0.5451,Residential,Single Family,,,,POINT (-73.116902026 41.555044982),,,,,
22090,2022,03/07/2023,Thompson,16 HIGHLAND DR,37500.00,87000.00,0.4310,Residential,Single Family,,,,POINT (-71.950571012 42.020973019),,,,,
22090,2022,02/27/2023,Derby,64 MOHAWK AVE,150710.00,180000.00,0.8372,Residential,Single Family,14 - Foreclosure,,,POINT (-73.091747012 41.336069019),,,,,
22090,2022,02/13/2023,Monroe,13 SURREY LANE,365000.00,710000.00,0.5140,Residential,Single Family,,,,POINT (-73.218128007 41.322953981),,,,,
22090,2022,02/09/2023,Tolland,202 OLD STAFFORD RD,124400.00,165500.00,0.7516,Residential,Single Family,,,,POINT (-72.361422988 41.886035987),,,,,
22090,2022,02/01/2023,Wilton,73 OLD KINGDOM RD,544740.00,1210000.00,0.4501,Residential,Single Family,,,,POINT (-73.458420994 41.175524979),,,,,
22090,2022,01/30/2023,Darien,71 FITCH AVE,633220.00,1000000.00,0.6332,Residential,Single Family,01 - Family,,,POINT (-73.484783002 41.063900996),,,,,
22090,2022,01/23/2023,Stafford,6 PACKARD RIDGE,145250.00,265000.00,0.5481,Residential,Single Family,,,,POINT (-72.273904016 41.951087016),,,,,
2209,2022,10/11/2022,North Haven,14 HILLTOP TERR,228790.00,340000.00,0.6729,Residential,Single Family,,,,POINT (-72.891629996 41.384433984),,,,,
220899,2022,09/29/2023,Stratford,65 LUANNE ROAD,180950.00,515000.00,0.3513,Residential,Single Family,07 - Change in Property,,,POINT (-73.145376022 41.225473998),,,,,
220899,2022,09/19/2023,Norwich,30 PENOBSCOT ST,73000.00,145000.00,0.5034,Residential,Two Family,,,,POINT (-72.066067016 41.524321996),,,,,
220899,2022,09/13/2023,West Hartford,111 KNOLLWOOD ROAD,161070.00,259000.00,0.6218,Residential,Single Family,01 - Family,,,POINT (-72.745181971 41.723848005),,,,,
220899,2022,08/31/2023,New Haven,89 BEACON AV,152390.00,185000.00,0.8237,Residential,Single Family,,,,POINT (-72.891815991 41.285117986),,,,,
220899,2022,08/31/2023,Greenwich,HEARTHSTONE DRIVE 0036,1610560.00,3350000.00,0.4807,Residential,Single Family,07 - Change in Property,,,POINT (-73.577797987 41.034588013),,,,,
220899,2022,08/29/2023,Hartford,211 FRANKLIN AVE,70965.00,235000.00,0.3019,Residential,Two Family,,,,POINT (-72.677088982 41.745122993),,,,,
220899,2022,08/16/2023,Meriden,223 BEE ST,160020.00,306000.00,0.5229,Residential,Single Family,,,,POINT (-72.765623002 41.532156016),,,,,
220899,2022,08/16/2023,Hamden,315 WOODIN ST,88480.00,230000.00,0.3846,Residential,Single Family,,,,POINT (-72.945395966 41.346374988),,,,,
220899,2022,07/26/2023,Milford,15 ELLIS ST,122920.00,190000.00,0.6469,Residential,Single Family,,,,POINT (-73.10467702 41.200440983),,,,,
220899,2022,06/30/2023,Norwalk,346 SUNRISE HILL ROAD UNIT 120,228930.00,450000.00,0.5087,Residential,Condo,,,,POINT (-73.418301015 41.13271399),,,,,
220899,2022,05/23/2023,Southington,63 COLLEGE AV,134520.00,281500.00,0.4778,Residential,Single Family,,,,POINT (-72.872064036 41.643495016),,,,,
220899,2022,04/03/2023,Bridgeport,980 LINDLEY ST UNIT #106E,52010.00,185000.00,0.2811,Residential,Condo,07 - Change in Property,,RENOVATED UNIT PER MLS,POINT (-73.199894015 41.203350006),,,,,
220899,2022,03/29/2023,Waterbury,29 LEXINGTON AVE,154068.00,450000.00,0.3423,Residential,Three Family,,,,POINT (-73.043103979 41.572819982),,,,,
220898,2022,09/29/2023,Stratford,125 WARNER HILL ROAD UNIT 122,94850.00,260000.00,0.3648,Residential,Condo,,,,POINT (-73.101246978 41.25498999),,,,,
220898,2022,09/19/2023,Norwich,622 LAUREL HILL RD,145700.00,320000.00,0.4553,Residential,Single Family,,,,POINT (-72.07609898 41.497349996),,,,,
220898,2022,09/13/2023,West Hartford,152 SOMERSET STREET,197400.00,340000.00,0.5805,Residential,Single Family,,,,POINT (-72.735282021 41.727180021),,,,,
220898,2022,08/31/2023,New Haven,206 UPSON TER,216580.00,375000.00,0.5775,Residential,Single Family,,,,POINT (-72.892602968 41.280348013),,,,,
220898,2022,08/31/2023,Greenwich,LOUGHLIN AVENUE 0088,521780.00,750000.00,0.6957,Residential,Single Family,,,,POINT (-73.60075996 41.030620984),,,,,
220898,2022,08/29/2023,Hartford,69-71 JULIUS ST,84305.00,289900.00,0.2908,Residential,Two Family,,,,POINT (-72.686086033 41.743352987),,,,,
220898,2022,08/16/2023,Hamden,465 RIDGE RD,182000.00,477000.00,0.3815,Residential,Single Family,,,,POINT (-72.901474039 41.347780005),,,,,
220898,2022,08/15/2023,Meriden,48 LEWIS AVE,150220.00,255000.00,0.5890,Residential,Two Family,,,,POINT (-72.808765998 41.540094014),,,,,
220898,2022,07/21/2023,Milford,90 WILLIAM ST,298300.00,556000.00,0.5365,Residential,Single Family,,,,POINT (-73.095065995 41.212747),,,,,
220898,2022,06/30/2023,Norwalk,26 PHILLIPS STREET,234670.00,600000.00,0.3911,Residential,Single Family,,,,POINT (-73.428610001 41.109586014),,,,,
220898,2022,05/23/2023,Southington,29 VILLAGE RD,117850.00,249000.00,0.4733,Residential,Condo,,,,POINT (-72.860139018 41.601812021),,,,,
220898,2022,04/03/2023,Bridgeport,1525 PARK AVE #1527,225920.00,475000.00,0.4756,Residential,Two Family,,,,POINT (-73.204595006 41.180593013),,,,,
220898,2022,03/28/2023,Waterbury,827 ORONOKE RD UNIT 3-10,61773.00,145500.00,0.4245,Residential,Condo,,,,POINT (-73.063762017 41.525079008),,,,,
220897,2022,09/29/2023,Stratford,1289 STRATFORD AVENUE,304010.00,500000.00,0.6080,Commercial,,,,,POINT (-73.135214976 41.186694997),,,,,
220897,2022,09/18/2023,Norwich,53 WHITTINGTON AVE,94400.00,250000.00,0.3776,Residential,Single Family,,,,POINT (-72.047247967 41.533535007),,,,,
220897,2022,09/12/2023,West Hartford,1 GIN STILL LANE,336190.00,450250.00,0.7466,Residential,Single Family,,,,POINT (-72.769890983 41.753187013),,,,,
220897,2022,08/30/2023,New Haven,133 DIVISION ST,176260.00,299000.00,0.5894,Residential,Single Family,,,,POINT (-72.928400986 41.325946991),,,,,
220897,2022,08/29/2023,Hartford,257 TERRY RD,173277.00,479000.00,0.3617,Residential,Single Family,,,,POINT (-72.711476997 41.785603981),,,,,
220897,2022,08/15/2023,Meriden,37 COE ST,118860.00,295000.00,0.4029,Residential,Single Family,,,,POINT (-72.796131034 41.55117598),,,,,
220897,2022,08/15/2023,Hamden,83 WEBB ST,90510.00,240000.00,0.3771,Residential,Single Family,,,,POINT (-72.899035994 41.333365981),,,,,
220897,2022,07/28/2023,Milford,78 LAFAYETTE ST,350360.00,795000.00,0.4407,Residential,Two Family,,,,POINT (-73.059178038 41.21748902),,,,,
220897,2022,06/30/2023,Norwalk,5 ROLLING LANE,304930.00,730000.00,0.4177,Residential,Single Family,,,,POINT (-73.391667015 41.115250001),,,,,
220897,2022,05/23/2023,Southington,2 FIELDSTONE LN,309800.00,623000.00,0.4972,Residential,Single Family,,,,POINT (-72.867152995 41.577930009),,,,,
220897,2022,04/03/2023,Bridgeport,337 DOVER ST #339,112761.00,145000.00,0.7776,Residential,Two Family,14 - Foreclosure,,,POINT (-73.167358988 41.198017984),,,,,
220897,2022,03/28/2023,Waterbury,7 GREENMOUNT TERR,62860.00,178000.00,0.3531,Residential,Single Family,,,,POINT (-73.046424972 41.539735981),,,,,
220896,2022,09/29/2023,Stratford,125 SHEFFIELD CIRCLE,212590.00,512000.00,0.4152,Residential,Single Family,,,,POINT (-73.138822966 41.22710499),,,,,
220896,2022,09/18/2023,Norwich,69 GRANT CT,20100.00,11000.00,1.8273,Vacant Land,,25 - Other,MULTI PARCEL SALE,,POINT (-72.090828121 41.528077526),,,,,
220896,2022,09/12/2023,West Hartford,21 GREENBRIER DRIVE,185850.00,425000.00,0.4372,Residential,Single Family,,,,POINT (-72.723441996 41.80494099),,,,,
220896,2022,08/31/2023,Greenwich,EAST PUTNAM AVENUE 1381,4745160.00,5100000.00,0.9304,Commercial,,,,,POINT (-73.572817041 41.044761003),,,,,
220896,2022,08/30/2023,New Haven,109 HOBART ST,217770.00,445000.00,0.4893,Residential,Three Family,,,,POINT (-72.951506038 41.319149016),,,,,
220896,2022,08/29/2023,Hartford,32 ALLENDALE RD,39727.00,135900.00,0.2923,Residential,Single Family,,,,POINT (-72.695348036 41.745869988),,,,,
220896,2022,08/15/2023,Meriden,79 BOYLSTON ST,180180.00,369000.00,0.4882,Residential,Single Family,,,,POINT (-72.764178967 41.527742986),,,,,
220896,2022,08/15/2023,Hamden,1168 DIXWELL AVE,185150.00,210000.00,0.8817,Commercial,,,LOW SALES PRICE,GOOD SALE PER MLS,POINT (-72.934564032 41.345200013),,,,,
220896,2022,07/28/2023,Milford,44-64 RIVER ST,1979680.00,500000.00,3.9593,Commercial,,15 - Government Agency,,,POINT (-73.057923016 41.223775992),,,,,
220896,2022,06/30/2023,Norwalk,143 SILVERMINE AVENUE,339240.00,927500.00,0.3657,Residential,Single Family,,,,POINT (-73.439862036 41.13556501),,,,,
220896,2022,05/23/2023,Southington,193 90 APPLE GATE,220660.00,406442.00,0.5429,Residential,Condo,,,,POINT (-72.86811398 41.62204099),,,,,
220896,2022,04/03/2023,Bridgeport,739 HUNTINGTON TPK,146650.00,350000.00,0.4190,Residential,Single Family,,,,POINT (-73.171394036 41.218525987),,,,,
220896,2022,03/28/2023,Waterbury,709 SOUTH MAIN ST,258143.00,800000.00,0.3226,Commercial,,,MIXED USE RETAIL,,POINT (-73.037625986 41.546216994),,,,,
220895,2022,09/29/2023,Stratford,30 HAWLEY GLEN,139510.00,327000.00,0.4266,Residential,Condo,,,,POINT (-73.145878014 41.235029996),,,,,
220895,2022,09/18/2023,Norwich,4 CENTRAL CT,81300.00,230000.00,0.3535,Residential,Single Family,,,,POINT (-72.06215602 41.529131993),,,,,
220895,2022,09/12/2023,West Hartford,20 BIRCH ROAD,398280.00,800000.00,0.4978,Residential,Single Family,,,,POINT (-72.722551 41.774970992),,,,,
220895,2022,08/30/2023,Greenwich,BYFIELD LANE 0043,1121470.00,1650000.00,0.6796,Residential,Single Family,,,,POINT (-73.617398037 41.086614989),,,,,
220895,2022,08/29/2023,New Haven,204 BARNES AV,110810.00,90000.00,1.2312,Residential,Single Family,10 - A Will,,,POINT (-72.875282016 41.322515021),,,,,
220895,2022,08/28/2023,Hartford,901-907 WETHERSFIELD AVE,509600.00,800000.00,0.6370,Commercial,,,,,POINT (-72.670279021 41.731250985),,,,,
220895,2022,08/15/2023,Meriden,223 BLACKSTONE VLG,63280.00,140000.00,0.4520,Residential,Condo,,,,POINT (-72.782444978 41.551544993),,,,,
220895,2022,08/15/2023,Hamden,315 WEST WOODS RD,183540.00,389900.00,0.4707,Residential,Single Family,,,,POINT (-72.915685974 41.42154398),,,,,
220895,2022,07/31/2023,Milford,146 CORONA DR,178880.00,290000.00,0.6168,Residential,Single Family,,,,POINT (-73.041587022 41.228191997),,,,,
220895,2022,06/30/2023,Norwalk,71 AIKEN STREET UNIT E10,188160.00,382500.00,0.4919,Residential,Condo,,,,POINT (-73.420586006 41.136429981),,,,,
220895,2022,05/23/2023,Southington,661 PLEASANT ST,173710.00,335000.00,0.5185,Residential,Single Family,,,,POINT (-72.858823982 41.615343011),,,,,
220895,2022,04/03/2023,Bridgeport,612 EARL AVE,156580.00,370000.00,0.4231,Residential,Single Family,,,,POINT (-73.197548004 41.210571016),,,,,
220895,2022,03/28/2023,Waterbury,40 BLACKMAN RD,100663.00,165000.00,0.6100,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,POINT (-73.020856983 41.609659997),,,,,
220894,2022,09/29/2023,Stratford,130 DAHL AVENUE,178430.00,310000.00,0.5755,Residential,Single Family,,,,POINT (-73.137115991 41.217695005),,,,,
220894,2022,09/18/2023,Norwich,287 HARLAND RD REAR,156600.00,350000.00,0.4474,Residential,Single Family,,,,POINT (-72.076581024 41.555631003),,,,,
220894,2022,09/11/2023,West Hartford,5 ADAMS LANE,276360.00,487500.00,0.5668,Residential,Single Family,,,,POINT (-72.719460005 41.785941018),,,,,
220894,2022,08/30/2023,Greenwich,VALLEY ROAD 0064,536060.00,735000.00,0.7293,Residential,Two Family,01 - Family,,,POINT (-73.592447961 41.043454013),,,,,
220894,2022,08/29/2023,New Haven,33 SHOREHAM RD,186690.00,360000.00,0.5185,Residential,Single Family,,,,POINT (-72.892512024 41.261033007),,,,,
220894,2022,08/28/2023,Hartford,24-26 WINCHESTER ST,114367.00,280000.00,0.4084,Residential,Three Family,,,,POINT (-72.685555039 41.791124009),,,,,
220894,2022,08/15/2023,Meriden,60 DANA LA,180320.00,315000.00,0.5724,Residential,Single Family,,,,POINT (-72.840862988 41.521799002),,,,,
220894,2022,08/15/2023,Hamden,41 WEBB ST,202580.00,475000.00,0.4264,Residential,Three Family,,,,POINT (-72.898665011 41.33235198),,,,,
220894,2022,07/31/2023,Milford,97 WAVERLY AVE,199150.00,325000.00,0.6127,Residential,Single Family,,,,POINT (-73.105323013 41.204689015),,,,,
220894,2022,06/30/2023,Norwalk,11 BOUTON STREET,502285.00,1595000.00,0.3149,Apartments,,,,,POINT (-73.426282012 41.092365981),,,,,
220894,2022,05/22/2023,Southington,95 ROBERT PORTER RD,440600.00,1000000.00,0.4406,Industrial,,,,,POINT (-72.892420996 41.640835019),,,,,
220894,2022,04/03/2023,Bridgeport,324 TRUMAN ST,155360.00,396000.00,0.3923,Residential,Single Family,,,,POINT (-73.215689963 41.196957003),,,,,
220894,2022,03/28/2023,Waterbury,11 GLENFORD AVE,98893.00,260000.00,0.3803,Residential,Single Family,,,,POINT (-73.073427022 41.559948019),,,,,
220893,2022,09/28/2023,Stratford,1298 SOUTH AVENUE,163380.00,425000.00,0.3844,Residential,Single Family,,,,POINT (-73.135485963 41.182978),,,,,
220893,2022,09/18/2023,Norwich,15 EAST TOWN ST,36400.00,575000.00,0.0633,Vacant Land,,25 - Other,MULTI PARCEL SALE,,POINT (-72.089428533 41.550526394),,,,,
220893,2022,09/08/2023,West Hartford,44 BRIGHTVIEW DRIVE,217350.00,323000.00,0.6729,Residential,Single Family,14 - Foreclosure,,,POINT (-72.751353985 41.789340005),,,,,
220893,2022,08/30/2023,Greenwich,GLENVILLE ROAD 0106,3562370.00,7000000.00,0.5089,Residential,Single Family,,,,POINT (-73.647746981 41.034912016),,,,,
220893,2022,08/29/2023,New Haven,1263 CHAPEL ST,1050910.00,2300000.00,0.4569,Apartments,,,,,POINT (-72.93664199 41.309753992),,,,,
220893,2022,08/28/2023,Hartford,618-620 GARDEN ST,79123.00,280000.00,0.2825,Residential,Three Family,,,,POINT (-72.682175037 41.787288995),,,,,
220893,2022,08/15/2023,Meriden,57 JOHN GEORGE DR,200480.00,400000.00,0.5012,Residential,Single Family,,,,POINT (-72.781372011 41.52240099),,,,,
220893,2022,08/14/2023,Hamden,1410 WHITNEY AVE UB-2,94500.00,224995.00,0.4200,Residential,Condo,,,,POINT (-72.915395961 41.352536986),,,,,
220893,2022,07/31/2023,Milford,7 FARVIEW AVE,255890.00,480000.00,0.5331,Residential,Single Family,,,,POINT (-73.007845 41.215584986),,,,,
220893,2022,06/29/2023,Norwalk,275 FILLOW STREET,398970.00,700000.00,0.5699,Residential,Single Family,,,,POINT (-73.460053035 41.113334988),,,,,
220893,2022,05/22/2023,Southington,1 COACH DR,80180.00,265000.00,0.3025,Residential,Condo,,,,POINT (-72.860119991 41.601344017),,,,,
220893,2022,04/03/2023,Bridgeport,538 QUEEN ST,133240.00,345000.00,0.3862,Residential,Single Family,,,,POINT (-73.218818006 41.208134019),,,,,
220893,2022,03/28/2023,Waterbury,29 WARNER ST,70188.00,230000.00,0.3051,Residential,Single Family,,,,POINT (-73.018914979 41.562999995),,,,,
220892,2022,09/28/2023,Stratford,205 GOLDBACH DRIVE,179200.00,463000.00,0.3870,Residential,Single Family,,,,POINT (-73.142817027 41.230944992),,,,,
220892,2022,09/18/2023,Norwich,19 EAST TOWN ST,303400.00,575000.00,0.5277,Residential,Single Family,25 - Other,MULTI PARCEL SALE,,POINT (-72.090018975 41.550795986),,,,,
220892,2022,09/11/2023,West Hartford,98 GRISWOLD DRIVE,217770.00,460000.00,0.4734,Residential,Single Family,,,,POINT (-72.733813009 41.772926981),,,,,
220892,2022,08/30/2023,Greenwich,RIVERSVILLE ROAD 0294,1621760.00,3500000.00,0.4633,Residential,Single Family,07 - Change in Property,,,POINT (-73.672487006 41.055253009),,,,,
220892,2022,08/29/2023,New Haven,679 WINCHESTER AV,265090.00,425000.00,0.6237,Residential,Three Family,,,,POINT (-72.925977024 41.32957799),,,,,
220892,2022,08/28/2023,Hartford,31 WOODLAND ST UNIT 1S,40462.00,159000.00,0.2544,Residential,Condo,,,,POINT (-72.702570973 41.76970699),,,,,
220892,2022,08/15/2023,Meriden,37 LANOUETTE ST,134540.00,120100.00,1.1202,Residential,Single Family,26 - Rehabilitation Deferred,,,POINT (-72.812366026 41.524330001),,,,,
220892,2022,08/14/2023,Hamden,82 COSTANZO CT,134120.00,305000.00,0.4397,Residential,Single Family,,,,POINT (-72.909704984 41.400739006),,,,,
220892,2022,07/31/2023,Milford,10 LAKEVIEW DR,258890.00,396000.00,0.6537,Residential,Single Family,,,,POINT (-73.012316997 41.247739015),,,,,
220892,2022,06/29/2023,Norwalk,78 ROTON AVENUE,1059180.00,2050000.00,0.5166,Residential,Single Family,,,,POINT (-73.44249102 41.061261995),,,,,
220892,2022,05/19/2023,Southington,8 SYCAMORE RD (TP),39760.00,99900.00,0.3979,Residential,Single Family,,,,POINT (-72.883225965 41.638320993),,,,,
220892,2022,03/28/2023,Waterbury,53 MEADOWBROOK DR,75873.00,210000.00,0.3613,Residential,Single Family,,,,POINT (-73.03171599 41.523322999),,,,,
220891,2022,09/28/2023,Stratford,255 OAK RIDGE ROAD,230860.00,490000.00,0.4711,Residential,Single Family,,,,POINT (-73.136953969 41.237984994),,,,,
220891,2022,09/15/2023,Norwich,90 LUCAS PARK RD,114100.00,205000.00,0.5566,Residential,Single Family,14 - Foreclosure,,,POINT (-72.087439025 41.49984202),,,,,
220891,2022,09/07/2023,West Hartford,791 PROSPECT AVENUE C2,184870.00,326000.00,0.5670,Residential,Condo,,,,POINT (-72.717010981 41.772294986),,,,,
220891,2022,08/29/2023,New Haven,646 WOODWARD AV,183750.00,340000.00,0.5404,Residential,Single Family,,,,POINT (-72.895753976 41.286430006),,,,,
220891,2022,08/29/2023,Greenwich,REX STREET 0012,423780.00,575000.00,0.7370,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.657133036 41.022326001),,,,,
220891,2022,08/28/2023,Hartford,40 OWEN ST UNIT B-10,21425.00,90000.00,0.2380,Residential,Condo,,,,POINT (-72.704504008 41.765658991),,,,,
220891,2022,08/14/2023,Meriden,201 SO BROAD ST,113120.00,200000.00,0.5656,Commercial,,22 - Money and Personal Property,,,POINT (-72.803860993 41.516632983),,,,,
220891,2022,08/14/2023,Hamden,52 COBBLESTONE DR,243810.00,550000.00,0.4432,Residential,Single Family,,,,POINT (-72.936975003 41.417239998),,,,,
220891,2022,07/24/2023,Milford,67 EAST BROADWAY #A,118870.00,295000.00,0.4029,Residential,Condo,,,,POINT (-73.081800285 41.194799597),,,,,
220891,2022,06/29/2023,Norwalk,15 ALGONQUIN ROAD,313500.00,600000.00,0.5225,Residential,Single Family,,,,POINT (-73.396752986 41.151886001),,,,,
220891,2022,05/18/2023,Southington,68 PARKVIEW DR,110580.00,190000.00,0.5820,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,POINT (-72.864767002 41.568921014),,,,,
220891,2022,04/03/2023,Bridgeport,288 SUNRISE TER,39990.00,80000.00,0.4998,Vacant Land,,,,,POINT (-73.219391855 41.214630829),,,,,
220891,2022,03/27/2023,Waterbury,115-119 WILLOW ST,173143.00,160000.00,1.0821,Commercial,,25 - Other,FUNERAL HOME - 2 PARCELS,,POINT (-73.047566001 41.561069014),,,,,
220890,2022,09/28/2023,Stratford,111 COLLEGE STREET,131530.00,365000.00,0.3603,Residential,Single Family,,,,POINT (-73.148127968 41.194430991),,,,,
220890,2022,09/15/2023,Norwich,397-399 LAUREL HILL AVE,83100.00,130000.00,0.6392,Residential,Two Family,25 - Other,NEEDS COMPLETE REHAB,,POINT (-72.075616015 41.509752991),,,,,
220890,2022,09/07/2023,West Hartford,14 GOODWIN PLACE,160090.00,325000.00,0.4925,Residential,Single Family,,,,POINT (-72.739784025 41.728913985),,,,,
